product_name,product_category,promotion,unit_price,comp_1,comp_2,comp_3,holiday,weekend,month,qty
iPhone 15 Pro,Smartphones & Tablets,0,691.696979873742,640.6321903812138,639.1714610132548,732.4319016716197,0,0,2,757
iPhone 15 Pro,Smartphones & Tablets,1,660.9123551358799,643.273334021549,568.3285931815784,630.1940572323956,0,1,2,1197
iPhone 15 Pro,Smartphones & Tablets,0,906.0939071944438,931.2914882116448,792.1580330252204,870.6623162366317,0,0,2,338
iPhone 15 Pro,Smartphones & Tablets,0,827.1556208017242,905.6771415619937,901.1889749226534,740.4823367747964,1,0,2,593
iPhone 15 Pro,Smartphones & Tablets,1,962.0606501135985,1023.002247048149,1051.3882834116025,918.382900518473,0,0,2,416
iPhone 15 Pro,Smartphones & Tablets,1,793.6174462748897,724.3516950551813,803.4855968175801,840.2308207835018,0,1,2,746
iPhone 15 Pro,Smartphones & Tablets,1,675.757511445239,776.3616610034112,770.1106982268507,687.5751831881631,0,0,2,1054
iPhone 15 Pro,Smartphones & Tablets,0,729.3020836404238,807.2624981959412,708.4093570822698,814.1425459403699,0,1,2,783
iPhone 15 Pro,Smartphones & Tablets,0,818.7901231911376,935.1395045655595,765.7131116770181,770.9802785613191,0,1,3,812
iPhone 15 Pro,Smartphones & Tablets,1,423.6408065320391,422.86474510465786,382.8216645804636,406.6700249930829,0,0,3,1814
iPhone 15 Pro,Smartphones & Tablets,0,842.7486300157332,877.2168681765195,779.6592418637047,865.4701901137333,0,0,3,678
iPhone 15 Pro,Smartphones & Tablets,1,744.4594572466274,776.8665282892078,782.1865913784338,825.7918535987038,0,0,3,1135
iPhone 15 Pro,Smartphones & Tablets,0,745.214233590108,855.7780575527391,738.4949007986827,695.9318023078698,0,0,3,781
iPhone 15 Pro,Smartphones & Tablets,1,782.3430441678642,799.3102972883216,895.0782661921788,682.6755733298302,0,0,3,1047
iPhone 15 Pro,Smartphones & Tablets,0,639.5254486753697,619.3212025939645,705.5653676542554,722.0274614414775,0,0,3,1077
iPhone 15 Pro,Smartphones & Tablets,0,617.3545086240111,681.9303695993383,550.054470812395,656.0461523770906,0,0,3,1226
iPhone 15 Pro,Smartphones & Tablets,0,544.1786683335329,475.8724118136936,463.398315599455,565.0578920577464,0,0,3,1345
iPhone 15 Pro,Smartphones & Tablets,1,683.5510187445612,670.9341959775195,718.8276107540783,648.3110929797065,0,0,3,1244
iPhone 15 Pro,Smartphones & Tablets,0,762.500070743924,770.9826767521657,722.8465386257568,837.5001123187568,0,0,3,826
iPhone 15 Pro,Smartphones & Tablets,0,881.1358484374649,785.537832013297,784.0554962481198,1005.2535781706558,0,1,3,602
iPhone 15 Pro,Smartphones & Tablets,1,599.4350222764228,524.0631954986815,586.5437779830708,633.3330549407401,0,0,4,1417
iPhone 15 Pro,Smartphones & Tablets,0,572.4861157129958,596.2335142690084,575.3536283813196,599.4693319692665,0,1,4,1385
iPhone 15 Pro,Smartphones & Tablets,0,930.9210085639543,824.8419958180493,886.7617465235035,816.9201609590446,0,0,4,466
iPhone 15 Pro,Smartphones & Tablets,1,714.3452166153888,770.7851513552434,780.1177617374127,681.4076847021165,0,0,4,1223
iPhone 15 Pro,Smartphones & Tablets,0,982.1142225444244,911.6652905792743,839.306331169368,1109.8194113640263,1,1,4,570
iPhone 15 Pro,Smartphones & Tablets,0,1102.2440443830415,1249.1461475247024,1223.6668956674835,1147.3490602582276,0,1,4,182
iPhone 15 Pro,Smartphones & Tablets,0,813.7329162034564,892.0073848975792,844.4772927086926,891.9554772070154,0,1,4,897
iPhone 15 Pro,Smartphones & Tablets,0,617.6645259058924,532.2346904138712,639.5768947277209,587.3781268942711,0,0,4,1252
iPhone 15 Pro,Smartphones & Tablets,0,616.4824478330364,615.749595869981,652.1565039799762,588.4331014330276,0,0,4,1307
iPhone 15 Pro,Smartphones & Tablets,0,795.9257897482214,814.0548880052982,851.238116522302,707.0263859059819,0,0,4,807
iPhone 15 Pro,Smartphones & Tablets,1,800.7908855635972,843.9963037316894,858.4259101835326,737.9054545661115,0,0,4,974
iPhone 15 Pro,Smartphones & Tablets,0,816.5309939848587,718.543572676452,707.1530656421412,928.8549972548615,0,0,4,648
iPhone 15 Pro,Smartphones & Tablets,1,699.7321840362745,698.268132520409,612.2553913133835,614.0228594047417,0,0,5,1257
iPhone 15 Pro,Smartphones & Tablets,0,871.4199602763479,770.3695619297405,984.0760275243306,995.4007667890032,1,1,5,895
iPhone 15 Pro,Smartphones & Tablets,1,782.0404525234942,861.0962667312938,868.1123030188937,861.4521474228396,1,1,5,1333
iPhone 15 Pro,Smartphones & Tablets,0,584.7200193268807,587.0576426114915,537.9239533325408,598.9822908665479,1,0,5,1361
iPhone 15 Pro,Smartphones & Tablets,0,778.1660927486996,773.8862542454158,749.6823166702742,826.0430022832745,0,1,5,842
iPhone 15 Pro,Smartphones & Tablets,0,657.1769989763557,671.2681274399527,704.6857425998612,709.8552924887014,0,0,5,1007
iPhone 15 Pro,Smartphones & Tablets,0,807.7879836291787,802.3874906209335,706.7073701681115,814.663096552575,0,0,5,746
iPhone 15 Pro,Smartphones & Tablets,1,897.7380239366878,774.7660803768064,1012.1035631825354,1010.6148581472102,0,0,5,742
iPhone 15 Pro,Smartphones & Tablets,0,840.1025064538575,788.3086613483671,965.0672607360485,889.7336763582845,0,0,5,587
iPhone 15 Pro,Smartphones & Tablets,1,906.4562454693421,877.772833145582,799.5187194617365,861.7661572758961,1,0,5,842
iPhone 15 Pro,Smartphones & Tablets,0,797.5003038800216,764.0878551763814,740.0682866839717,786.3131722210677,0,0,5,681
iPhone 15 Pro,Smartphones & Tablets,0,939.0069879645279,1063.1057271947996,915.5240357724651,961.8706684996218,0,0,5,336
iPhone 15 Pro,Smartphones & Tablets,0,761.6293872789545,757.1441705228151,872.511822505972,733.4656204384928,0,1,6,749
iPhone 15 Pro,Smartphones & Tablets,1,676.8571547745142,582.8055249268114,602.5082108459181,578.1047717222307,0,0,6,1136
iPhone 15 Pro,Smartphones & Tablets,0,770.2016259515152,789.8763184253421,822.4492184812151,829.6029338959161,0,1,6,654
iPhone 15 Pro,Smartphones & Tablets,0,594.6465183793563,542.4177006208268,662.1187993080416,640.4936101311758,0,0,6,983
iPhone 15 Pro,Smartphones & Tablets,0,745.5565311706612,816.3215665478601,850.2268003427172,653.4970499968977,0,0,6,643
iPhone 15 Pro,Smartphones & Tablets,0,792.0178303884437,825.1308342656623,864.4980751105184,887.8086784320034,0,1,6,697
iPhone 15 Pro,Smartphones & Tablets,0,768.4600022464255,674.170442037582,820.653121512119,779.3981789783081,0,0,6,610
iPhone 15 Pro,Smartphones & Tablets,0,842.618985107167,917.5628091265395,832.3424396782381,929.0948013882489,0,1,6,505
iPhone 15 Pro,Smartphones & Tablets,0,760.0623249005818,723.935774517527,768.5590806430123,750.9687474780006,0,0,6,603
iPhone 15 Pro,Smartphones & Tablets,0,548.4026567006922,533.8690892798788,609.9856873862927,550.9093045902434,0,1,6,1267
iPhone 15 Pro,Smartphones & Tablets,0,754.2463363719434,719.7665416089689,648.3059552630506,765.2693394204176,0,0,6,655
iPhone 15 Pro,Smartphones & Tablets,1,505.7019995717086,478.6342137738989,443.8481598352089,502.84155599364783,0,0,6,1493
iPhone 15 Pro,Smartphones & Tablets,0,759.4431108689837,843.3542324080627,664.7824020089425,781.6062616912136,0,0,7,462
iPhone 15 Pro,Smartphones & Tablets,1,748.3963947806852,755.416148046853,797.9064223816678,650.1337508483211,0,1,7,724
iPhone 15 Pro,Smartphones & Tablets,1,842.7060741319557,805.8326281954554,816.7078752351774,742.8123280999855,0,1,7,508
iPhone 15 Pro,Smartphones & Tablets,0,659.4850745526671,666.4760576734085,606.7031361371148,628.4088579661652,0,0,7,622
iPhone 15 Pro,Smartphones & Tablets,0,502.25392786416353,537.9374334062462,510.9543118273788,515.2927564515031,0,0,7,944
iPhone 15 Pro,Smartphones & Tablets,0,521.1711064381046,481.2003817909358,520.8971316628401,494.6458655221854,1,0,7,1119
iPhone 15 Pro,Smartphones & Tablets,0,676.7112250862929,738.8058857515366,586.5029436122746,746.2055501435523,0,0,7,494
iPhone 15 Pro,Smartphones & Tablets,1,765.1995672533005,763.0758582209776,816.3675662565303,838.8564853748611,0,1,7,719
iPhone 15 Pro,Smartphones & Tablets,0,777.729539211345,886.9213821201394,826.9487314597035,707.6188375301341,0,0,7,413
iPhone 15 Pro,Smartphones & Tablets,1,769.8859047316533,771.2957097209008,869.6664305553122,728.4603902836658,0,0,7,676
iPhone 15 Pro,Smartphones & Tablets,0,552.2670945736053,502.84975928299735,582.8469323201699,483.9850303380602,0,0,7,905
iPhone 15 Pro,Smartphones & Tablets,0,737.7220075495921,815.3438173214247,792.1602537877498,717.4755869727784,0,0,7,366
iPhone 15 Pro,Smartphones & Tablets,1,688.8687690963575,747.0467294544263,756.6412396822552,740.6376548671624,0,0,8,455
iPhone 15 Pro,Smartphones & Tablets,0,803.4737239458963,901.7866395601325,759.1693589970306,824.7593520409973,0,0,8,21
iPhone 15 Pro,Smartphones & Tablets,1,689.7211015581283,697.9524529116021,677.0463745678916,705.7542763956297,1,0,8,755
iPhone 15 Pro,Smartphones & Tablets,0,610.3317467575172,618.1774351357283,597.7945823565375,579.7203967332223,0,0,8,362
iPhone 15 Pro,Smartphones & Tablets,0,848.2233015362325,909.6671329077247,866.8377779964169,974.8696436849704,0,0,8,0
iPhone 15 Pro,Smartphones & Tablets,1,838.3775513628581,892.2175076896692,836.863815538236,902.4217051069334,0,0,8,217
iPhone 15 Pro,Smartphones & Tablets,0,755.4753734653773,755.9940105115393,764.5094923781936,752.3833975500644,0,0,8,59
iPhone 15 Pro,Smartphones & Tablets,0,903.9389931103713,962.5628016540621,930.7939443959241,992.5608541181876,0,0,8,0
iPhone 15 Pro,Smartphones & Tablets,0,733.2141816561428,758.4991305947323,823.8069897300145,653.8326443408381,0,0,8,176
iPhone 15 Pro,Smartphones & Tablets,1,715.6674909454493,805.5733316249828,777.9487342691741,613.2603262446511,0,0,8,428
iPhone 15 Pro,Smartphones & Tablets,0,880.5286688949857,775.9871012369199,970.4587256910318,989.0149603400791,0,0,8,0
iPhone 15 Pro,Smartphones & Tablets,0,708.9066688945387,673.208910654503,668.80614329163,650.9313501955177,0,1,8,257
iPhone 15 Pro,Smartphones & Tablets,1,568.6181838723883,586.3115685726444,502.81779568162995,554.0339094545238,0,1,9,735
iPhone 15 Pro,Smartphones & Tablets,1,571.7118931017799,642.5040261415908,528.5293119884965,585.0268265334405,0,0,9,451
iPhone 15 Pro,Smartphones & Tablets,0,861.9435904009656,865.8672478889653,984.9105271080437,851.3388367265877,0,0,9,0
iPhone 15 Pro,Smartphones & Tablets,0,869.6058125309489,820.0218264316546,842.8179834390374,850.506374492674,0,0,9,0
iPhone 15 Pro,Smartphones & Tablets,0,682.2961326137628,751.1871937587323,700.1969093993758,640.1393769561354,0,0,9,139
iPhone 15 Pro,Smartphones & Tablets,0,772.0060539968647,833.463050631634,680.0558435453336,733.6441802662661,0,0,9,0
iPhone 15 Pro,Smartphones & Tablets,0,758.0143269682194,826.4061176538887,866.9253939179262,835.2837740519008,1,0,9,54
iPhone 15 Pro,Smartphones & Tablets,0,717.0117403913871,718.1965045864918,737.4571106986143,682.4384192781135,0,0,9,52
iPhone 15 Pro,Smartphones & Tablets,0,853.4381937345139,978.5681364039505,879.8599750881185,932.0014847978526,0,1,9,0
iPhone 15 Pro,Smartphones & Tablets,0,714.8872174678854,765.4807752225438,789.5489151150998,633.9856235538032,0,0,9,0
iPhone 15 Pro,Smartphones & Tablets,1,782.6893300209255,744.149517330639,859.0267418457532,750.5347019830567,1,0,9,292
iPhone 15 Pro,Smartphones & Tablets,0,878.3182571233887,1003.3593151910311,952.0334289694279,776.6716953524184,0,0,9,0
iPhone 15 Pro,Smartphones & Tablets,0,777.5609002443013,780.4668760810454,833.9387956238218,823.9453284223929,0,0,10,0
iPhone 15 Pro,Smartphones & Tablets,0,593.7934930656975,665.1506608586528,627.8573814998618,626.4255076632998,0,0,10,197
iPhone 15 Pro,Smartphones & Tablets,1,759.2352427967033,737.6535455291785,758.6578202462954,809.3909109557203,0,0,10,148
iPhone 15 Pro,Smartphones & Tablets,1,645.198938491124,644.0905867473954,659.3857749907388,710.642814612852,0,0,10,304
iPhone 15 Pro,Smartphones & Tablets,0,902.7808162062198,817.2976528518608,791.8300362764394,976.173084716815,0,1,10,0
iPhone 15 Pro,Smartphones & Tablets,1,837.9594037826575,811.9783148612981,952.1113293651308,746.2031701965903,0,1,10,0
iPhone 15 Pro,Smartphones & Tablets,0,549.4474443539291,606.5473166069363,624.4859729348354,492.5255914571532,0,1,10,385
iPhone 15 Pro,Smartphones & Tablets,0,692.0325726136952,734.5771192173517,712.4377187403062,683.662060679353,0,0,10,104
iPhone 15 Pro,Smartphones & Tablets,1,856.0033915376941,861.4734246021037,749.868869432447,973.6621173521578,0,1,10,0
iPhone 15 Pro,Smartphones & Tablets,1,823.1048643524055,941.7743949293241,922.7080792377387,859.3210468589622,0,0,10,5
iPhone 15 Pro,Smartphones & Tablets,0,714.047617268331,821.016270230207,726.0021842192638,708.3088418630539,0,0,10,0
iPhone 15 Pro,Smartphones & Tablets,1,663.7521687549771,648.1731074705291,722.5623043958066,712.5508063449035,0,0,10,288
iPhone 15 Pro,Smartphones & Tablets,0,738.2586840837355,708.2921549131677,751.6973237034139,734.0643154700485,0,1,11,0
iPhone 15 Pro,Smartphones & Tablets,0,754.650133928535,823.4690143933585,763.34404088621,791.2480637859662,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,0,761.9925043927176,753.2927256127308,874.0834260008721,647.7479260891421,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,1,696.7818431601163,603.2773087871864,610.7731989402108,600.1235913655582,0,0,11,230
iPhone 15 Pro,Smartphones & Tablets,0,1036.3211886275983,985.4493620016245,1043.3223232600849,1108.53364721948,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,0,744.7479941045673,764.6570147960063,694.983705028916,836.4277610525726,0,1,11,2
iPhone 15 Pro,Smartphones & Tablets,1,639.0847025406779,656.0627984653036,731.5597186675516,712.745409437359,0,0,11,424
iPhone 15 Pro,Smartphones & Tablets,1,838.7566779564817,813.9916077741755,923.7627553927958,770.9606120767639,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,0,731.3976714020238,797.3923460405556,759.8734526056569,669.1536867068961,1,1,11,163
iPhone 15 Pro,Smartphones & Tablets,0,1025.5818200603342,1022.8700814883305,1178.2917045542094,1147.8628064816323,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,1,995.8241811103434,1103.4110787269194,983.1071371975183,963.3114475384274,0,1,11,0
iPhone 15 Pro,Smartphones & Tablets,0,725.493739579742,688.287090315583,819.4283811328975,776.6873320777513,0,0,11,0
iPhone 15 Pro,Smartphones & Tablets,0,637.7246493785742,643.9620784546869,726.1366212609942,563.0092490906177,0,0,12,338
iPhone 15 Pro,Smartphones & Tablets,0,847.2527404935502,939.8980180127867,906.7069864521945,852.6565978211316,0,0,12,0
iPhone 15 Pro,Smartphones & Tablets,0,703.4233382359041,648.2798790869367,794.1840152654871,620.2436889745408,0,0,12,253
iPhone 15 Pro,Smartphones & Tablets,1,641.9024479912517,714.9005213278831,546.6078901033993,703.5148608447059,1,0,12,801
iPhone 15 Pro,Smartphones & Tablets,0,771.4259256939922,715.5797023323535,700.4083464937489,675.1747020377243,0,1,12,125
iPhone 15 Pro,Smartphones & Tablets,0,818.7326694834915,897.0066452800777,727.472317617819,765.5174075848084,0,0,12,0
iPhone 15 Pro,Smartphones & Tablets,1,740.5469060883316,796.9096720786304,804.7094411526581,668.0666497434161,0,0,12,376
iPhone 15 Pro,Smartphones & Tablets,1,800.5983211975185,698.4486406558199,885.2410965534684,918.3219105060775,0,0,12,224
iPhone 15 Pro,Smartphones & Tablets,0,680.1277173731504,591.4988077399149,745.7286774809913,653.9768466123587,0,0,12,376
iPhone 15 Pro,Smartphones & Tablets,0,682.237897283864,773.1741305846261,600.8183207559853,754.734496801679,0,0,12,316
iPhone 15 Pro,Smartphones & Tablets,0,891.0088172625433,818.8514526805807,792.4637213672758,989.3907112449027,0,1,12,0
iPhone 15 Pro,Smartphones & Tablets,1,793.9337222418715,780.1904347336055,749.1444253979587,751.2382072450209,1,1,12,496
Galaxy S23 Ultra,Smartphones & Tablets,0,1146.7328586951037,1307.8006950995762,1038.5473913857752,1273.5465484463984,0,0,1,0
Galaxy S23 Ultra,Smartphones & Tablets,1,1254.5031690033184,1115.721828143223,1078.5689522270245,1412.8896566292199,0,0,1,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1346.6188429180627,1421.5845566302733,1318.463424367454,1225.6351291140536,0,0,1,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1008.0814428829059,950.7302658607624,994.5389218651961,860.3835616417609,0,1,1,255
Galaxy S23 Ultra,Smartphones & Tablets,0,1104.6731002908725,1169.2904736852634,1224.0183577870264,1197.4162581469575,0,0,1,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1129.9962668995138,1008.8026563231456,1129.619352164714,1170.0509285071873,0,1,1,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1223.401342901041,1072.1399393808256,1168.5783790154596,1052.077359831039,0,0,1,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1103.6562996757693,1203.1796208969147,1004.3769781071325,993.5608168232602,0,1,1,33
Galaxy S23 Ultra,Smartphones & Tablets,1,1180.97802473988,1022.2444042018716,1195.6090440877363,1255.0467885335509,0,1,1,128
Galaxy S23 Ultra,Smartphones & Tablets,1,1201.0096683323031,1049.7238296079431,1343.2632546765,1218.1573395021667,0,1,1,165
Galaxy S23 Ultra,Smartphones & Tablets,0,1100.434098291879,962.3175082489214,955.2930308859547,1016.945230898986,0,1,1,134
Galaxy S23 Ultra,Smartphones & Tablets,1,958.6211549580709,974.5429563007945,1021.660593514937,880.5284461115573,0,0,1,513
Galaxy S23 Ultra,Smartphones & Tablets,0,942.2472882346577,873.7504958767084,931.681762938275,1046.3484191003865,0,0,2,625
Galaxy S23 Ultra,Smartphones & Tablets,0,1292.807174731879,1481.9382311577328,1114.4421336513226,1435.157460193782,0,0,2,0
Galaxy S23 Ultra,Smartphones & Tablets,1,868.4202449061715,972.8135281698765,848.0265053494969,810.2780672117557,0,1,2,1162
Galaxy S23 Ultra,Smartphones & Tablets,0,1270.287025676966,1359.1231600441083,1129.8825888500742,1352.53492141282,0,0,2,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1189.1928705313737,1169.6800902894652,1194.479078027372,1138.973268475817,0,1,2,161
Galaxy S23 Ultra,Smartphones & Tablets,0,937.5281192033658,981.6116282986477,888.3613501117209,1014.4447427566531,1,0,2,773
Galaxy S23 Ultra,Smartphones & Tablets,0,869.4253283281062,826.911258273806,955.2071868373482,851.3988870985353,0,0,2,727
Galaxy S23 Ultra,Smartphones & Tablets,1,1244.5018009365301,1071.5178278545625,1332.7626209847945,1305.6583098245983,0,0,2,177
Galaxy S23 Ultra,Smartphones & Tablets,1,1340.7170836098155,1222.4019691105066,1184.6252847836358,1248.1068948057248,0,1,2,112
Galaxy S23 Ultra,Smartphones & Tablets,1,1142.340267527925,1125.9587750822864,1291.0301386068782,1079.3365822606547,0,0,2,417
Galaxy S23 Ultra,Smartphones & Tablets,0,1033.9508480957286,880.3905301243822,1174.0962017111294,1077.1038014031371,1,1,2,636
Galaxy S23 Ultra,Smartphones & Tablets,0,1111.3850482270536,991.2391859436896,954.6709508808508,1047.3459108887594,0,1,2,375
Galaxy S23 Ultra,Smartphones & Tablets,0,974.460407672775,1024.9185868200273,958.0164524043834,1082.0824230574585,1,0,3,918
Galaxy S23 Ultra,Smartphones & Tablets,1,1227.1995583208168,1226.1594198125138,1270.5861826580938,1363.015568525206,1,1,3,661
Galaxy S23 Ultra,Smartphones & Tablets,1,1057.7403827510682,967.5178208125247,1108.1582561803104,1024.0612114950034,0,1,3,888
Galaxy S23 Ultra,Smartphones & Tablets,0,1002.8425535523022,1146.4017267704248,974.8355560370819,1114.3847546146653,1,0,3,847
Galaxy S23 Ultra,Smartphones & Tablets,1,1192.0508071725478,1130.1952293607603,1251.984756333903,1302.141208245309,0,0,3,627
Galaxy S23 Ultra,Smartphones & Tablets,0,1256.8423937757102,1273.617129089121,1070.4873533029738,1190.7020041406129,0,0,3,198
Galaxy S23 Ultra,Smartphones & Tablets,0,916.6965975517986,844.5188768812973,881.8397021440475,841.6932961307277,0,0,3,758
Galaxy S23 Ultra,Smartphones & Tablets,0,1162.9768594149436,1121.0349526676905,1289.7414474245868,1169.6343617798684,0,0,3,327
Galaxy S23 Ultra,Smartphones & Tablets,0,1056.834777152523,1082.2534615423701,1067.4884791470804,1091.0461335613174,0,0,3,570
Galaxy S23 Ultra,Smartphones & Tablets,1,1249.783721299552,1135.720204953453,1065.1517505147908,1305.0771704156703,1,0,3,609
Galaxy S23 Ultra,Smartphones & Tablets,1,1091.1231933470283,1042.553815151226,960.6534998077971,1086.4984979771307,0,1,3,835
Galaxy S23 Ultra,Smartphones & Tablets,0,986.0105089574415,930.1947314799796,1018.647589908721,1049.9485598481328,0,0,3,661
Galaxy S23 Ultra,Smartphones & Tablets,0,1031.4739487399581,932.8975351141029,1039.2605611543745,1096.1616806544075,0,1,4,682
Galaxy S23 Ultra,Smartphones & Tablets,0,1161.4087972084985,1268.023528965237,1178.9088615825922,1002.3233868972308,1,0,4,537
Galaxy S23 Ultra,Smartphones & Tablets,0,1214.3975177491486,1115.331742757849,1109.489908257596,1254.8300289625456,0,1,4,403
Galaxy S23 Ultra,Smartphones & Tablets,1,1329.6442841161718,1441.544028483995,1239.8159238209073,1458.3329694918955,0,0,4,342
Galaxy S23 Ultra,Smartphones & Tablets,0,1443.6483373360109,1481.157986494761,1299.8671162335188,1546.2370537501774,0,0,4,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1073.8696582821908,1108.3711690638065,1088.913738672367,987.5134941935448,0,0,4,630
Galaxy S23 Ultra,Smartphones & Tablets,0,1382.392927730733,1463.3228631509012,1342.7122102439757,1352.6160243701809,1,0,4,64
Galaxy S23 Ultra,Smartphones & Tablets,1,1300.2080653632922,1387.7142071847472,1330.783855876501,1212.1166285187292,0,0,4,467
Galaxy S23 Ultra,Smartphones & Tablets,0,946.8485853411253,824.0269555965291,1032.1662257000064,871.2082837801632,0,0,4,821
Galaxy S23 Ultra,Smartphones & Tablets,0,1309.5098519162018,1243.9041598857673,1376.0933031971945,1503.6339604378109,0,0,4,154
Galaxy S23 Ultra,Smartphones & Tablets,1,1252.3396901076655,1275.7447226350364,1424.2703822025355,1130.3503863436617,0,0,4,605
Galaxy S23 Ultra,Smartphones & Tablets,0,965.5761687161913,1039.7797304202684,921.4217776276196,1013.3466180482156,0,0,4,856
Galaxy S23 Ultra,Smartphones & Tablets,0,1043.2824857113535,1055.7884579716517,1150.3336893772762,1049.8420128985108,1,1,5,749
Galaxy S23 Ultra,Smartphones & Tablets,1,1006.6615099678936,1091.833556144182,1069.7020857562143,866.5826624507307,0,1,5,1000
Galaxy S23 Ultra,Smartphones & Tablets,0,951.983538695943,967.3491929468845,896.4422422169107,922.5619687179296,0,1,5,800
Galaxy S23 Ultra,Smartphones & Tablets,0,1500.8363789364248,1722.4309747860127,1659.0657872514353,1369.5929716974317,1,0,5,0
Galaxy S23 Ultra,Smartphones & Tablets,1,1059.4983009560774,1151.6843273039417,997.4156648760062,926.2937086848814,0,1,5,939
Galaxy S23 Ultra,Smartphones & Tablets,0,932.0257457909946,971.4426274480411,1022.1938021383191,829.276806006724,0,1,5,869
Galaxy S23 Ultra,Smartphones & Tablets,1,1553.4252148083176,1506.1993924530718,1388.6257476521678,1491.6926042563719,0,0,5,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1220.487060848557,1198.3395004417234,1076.1027157003055,1272.050069320472,0,0,5,245
Galaxy S23 Ultra,Smartphones & Tablets,0,1225.9911831993577,1329.25455192965,1211.2058853912083,1063.4849958607913,0,0,5,168
Galaxy S23 Ultra,Smartphones & Tablets,0,1038.22323728912,1098.0751483657707,901.8915893890983,1041.1579190060684,0,0,5,583
Galaxy S23 Ultra,Smartphones & Tablets,0,873.0998461286251,776.3718321551162,974.3630703803638,859.9469415124056,0,0,5,978
Galaxy S23 Ultra,Smartphones & Tablets,0,1047.8418099228907,1132.4984880751604,894.1332444598526,1021.4846060322556,0,1,5,595
Galaxy S23 Ultra,Smartphones & Tablets,0,1067.497581175084,1078.8056251500686,976.2911873516466,911.2546132831187,0,0,6,340
Galaxy S23 Ultra,Smartphones & Tablets,0,964.9954178813189,848.6408775083521,961.5912432132753,863.6849873657926,0,1,6,612
Galaxy S23 Ultra,Smartphones & Tablets,0,1332.8421306365237,1316.6268139559354,1446.8067479028557,1489.6182282956418,0,0,6,0
Galaxy S23 Ultra,Smartphones & Tablets,0,1328.4376021031994,1144.486063849647,1488.5523233377753,1313.0851667469433,0,1,6,0
Galaxy S23 Ultra,Smartphones & Tablets,1,1374.0698822903769,1195.4347684051124,1381.6580548546103,1229.8622103297212,0,0,6,43
Galaxy S23 Ultra,Smartphones & Tablets,0,1149.1894214178774,1223.7683861679498,1001.6625751190779,1001.3772515310025,0,0,6,266
Galaxy S23 Ultra,Smartphones & Tablets,0,997.5920118716862,1045.8866216380954,903.3780958325211,900.0602347274046,0,1,6,617
Galaxy S23 Ultra,Smartphones & Tablets,1,1182.1744470399206,1033.9906536523206,1348.102100435421,1109.6284599174928,0,0,6,334
